Type,Part Number,Brand,Model,Rank,Benchmark,Samples,Difference from 570
GPU,,Nvidia,RTX 4090,1,423,4273,81164%
GPU,,Nvidia,RTX 4080,2,329,1530,60905%
GPU,,Nvidia,RTX 3090-Ti,3,266,12073,47328%
GPU,,Nvidia,RTX 3090,4,233,125683,40216%
GPU,‎ROG-STRIX-RTX3090-O24G-GAMING,Asus,Asus RTX 3080 24GB ROG Strix,4,233,125683,40216%
GPU,‎TUF-RTX3090-O24G-GAMING,Asus,Asus RTX 3080 24GB Tuf OC,4,233,125683,40216%
GPU, ‎RTX 3090 GAMING X TRIO 24G,MSI,MSI RTX 3090 24GB Gaming X Trio OC,4,233,125683,40216%
GPU,‎ZT-A30900J-10P,Zotac,Zotac RTX 3090 24GB Trinity OC,4,233,125683,40216%
GPU,24G-P5-3987-KR,EVGA,EVGA RTX 3090 24GB XC3 Ultra Gaming,4,233,125683,40216%
GPU,GeForce RTX 3090 VENTUS 3X 24G OC,MSI,MSI RTX 3090 24GB Ventus 3X OC,4,233,125683,40216%
GPU,,Nvidia,RTX 3080-Ti,5,230,139549,39569%
GPU,12G-P5-3967-KR,EVGA,EVGA RTX 3080 Ti 12GB FTW3 Ultra Gaming,5,230,139549,39569%
GPU,TUF-RTX3080TI-O12G-GAMING,Asus,Asus RTX 3080 Ti 12GB Tuf OC,5,230,139549,39569%
GPU,GV-N308TGAMING OC-12GD,Gigabyte,Gigabyte RTX 3080 Ti 12GB Gaming OC,5,230,139549,39569%
GPU,‎RTX 3080 Ti Gaming X Trio 12G,MSI,MSI RTX 3080 Ti 12GB Gaming X Trio OC,5,230,139549,39569%
GPU,‎GeForce RTX 3080 Ti VENTUS 3X 12G OC,MSI,MSI RTX 3080 Ti 12GB Ventus 3X OC,5,230,139549,39569%
GPU,12G-P5-3955-KR,EVGA,EVGA RTX 3080 Ti 12GB XC3 Ultra Gaming,5,230,139549,39569%
GPU,‎ZT-A30810J-10P,Zotac,Zotac RTX 3080 Ti 12GB Trinity OC,5,230,139549,39569%
GPU,‎ROG-STRIX-RTX3080TI-O12G-GAMING,Asus,Asus RTX 3080 Ti 12GB ROG Strix OC,5,230,139549,39569%
GPU,GV-N308TVISION OC-12GD,Gigabyte,Gigabyte RTX 3080 Ti 12GB Vision OC,5,230,139549,39569%
GPU,GeForce RTX 3080 Ti SUPRIM X 12G,MSI,MSI RTX 3080 Ti 12GB Suprim X,5,230,139549,39569%
GPU,GV-N308TAORUS M-12GD,Gigabyte,Gigabyte RTX 3080 Ti 12GB Aorus Master,5,230,139549,39569%
GPU,GV-N308TEAGLE-12GD,Gigabyte,Gigabyte RTX 3080 Ti 12GB Eagle,5,230,139549,39569%
GPU,,Nvidia,Quadro RTX A6000,6,207,1,34612%
GPU,,Nvidia,RTX 3080,7,206,353788,34397%
GPU,RTX 3080 Ventus 3X Plus 10G OC LHR,MSI,MSI RTX 3080 10GB Ventus 3X OC,7,206,353788,34397%
GPU,GV-N3080GAMING OC-10GD-V2,Gigabyte,Gigabyte RTX 3080 10GB Gaming OC,7,206,353788,34397%
GPU,‎GV-N3080VISION OC-10GD 2.0,Gigabyte,Gigabyte RTX 3080 10GB Vision OC,7,206,353788,34397%
GPU,‎TUF-RTX3080-O10G-V2-GAMING,Asus,Asus RTX 3080 10GB Tuf OC,7,206,353788,34397%
GPU,‎ZT-A30800J-10PLHR,Zotac,Zotac RTX 3080 10GB Trinity OC,7,206,353788,34397%
GPU,‎10G-P5-3897-KR,EVGA,EVGA RTX 3080 10GB FTW3 Ultra Gaming,7,206,353788,34397%
GPU,GV-N3080AORUS X-10GD REV2.0,Gigabyte,Gigabyte RTX 3080 10GB Aorus Master,7,206,353788,34397%
GPU,RTX 3080 Gaming Z Trio 10G LHR,MSI,MSI RTX 3080 10GB Gaming Z Trio,7,206,353788,34397%
GPU,,Nvidia,Titan RTX,8,189,2366,30733%
GPU,900-1G150-2500-000,Nvidia,NVidia Titan RTX 24GB,8,189,2366,30733%
GPU,,AMD,RX 6950-XT,9,186,622,30086%
GPU,,AMD,RX 6900-XT,10,183,20352,29440%
GPU,,Nvidia,Quadro RTX 6000,11,180,824,28793%
GPU,,Nvidia,Quadro RTX 8000,12,179,341,28578%
GPU,,Nvidia,RTX 2080-Ti,13,172,370356,27069%
GPU,ZT-T20810D-10P,Zotac,Zotac RTX 2080 Ti 11GB GAMING AMP SPECTRA RGB,13,172,370356,27069%
GPU,DUAL-RTX2080TI-O11G,Asus,Asus RTX 2080 Ti 11GB Dual-fan OC,13,172,370356,27069%
GPU,RTX 2080 Ti GAMING X TRIO,MSI,MSI RTX 2080 Ti 11GB Gaming,13,172,370356,27069%
GPU,GV-N208TGAMING OC-11GC,Gigabyte,Gigabyte RTX 2080 Ti 11GB Gaming OC,13,172,370356,27069%
GPU,ROG-STRIX-RTX2080TI-O11G-GAMING,Asus,Asus RTX 2080 Ti 11GB ROG Strix,13,172,370356,27069%
GPU,11G-P4-2487-KR,EVGA,EVGA RTX 2080 Ti 11GB FTW3 Ultra Gaming,13,172,370356,27069%
GPU,11G-P4-2281-KR,EVGA,EVGA RTX 2080 Ti 11GB Black,13,172,370356,27069%
GPU,GV-N208TAORUS X-11GC,Gigabyte,Gigabyte RTX 2080 Ti 11GB Xtreme,13,172,370356,27069%
GPU,,Nvidia,RTX 3070-Ti,14,167,142865,25991%
GPU,TUF-RTX3070TI-O8G-GAMING,Asus,Asus RTX 3070 Ti 8GB Tuf OC,14,167,142865,25991%
GPU,GV-N307TGAMING OC-8GD,Gigabyte,Gigabyte RTX 3070 Ti 8GB Gaming OC,14,167,142865,25991%
GPU,‎08G-P5-3767-KL,EVGA,EVGA RTX 3070 Ti 8GB FTW3 Ultra Gaming,14,167,142865,25991%
GPU,ZT-A30710J-10P,Zotac,Zotac RTX 3070 Ti 8GB Trinity OC,14,167,142865,25991%
GPU,RTX 3070 Ti Ventus 3X 8G OC,MSI,MSI RTX 3070 Ti 8GB Ventus 3X OC,14,167,142865,25991%
GPU,GVN307TVISIONOC8GD,Gigabyte,Gigabyte RTX 3070 Ti 8GB Vision OC,14,167,142865,25991%
GPU,RTX 3070 Ti Suprim X 8G,MSI,MSI RTX 3070 Ti 8GB Suprim X,14,167,142865,25991%
GPU,N307T3-086XX-1820VA45,Nvidia,Inno3D RTX 3070 Ti 8GB 3X OC,14,167,142865,25991%
GPU,ZT-A30710F-10P,Zotac,Zotac RTX 3070 Ti 8GB AMP Holo,14,167,142865,25991%
GPU,,Nvidia,Titan V,15,163,856,25129%
GPU,,Nvidia,RTX 3070,16,154,447840,23190%
GPU,GV-N3070GAMING OC-8GD REV2.0,Gigabyte,Gigabyte RTX 3070 8GB Gaming OC,16,154,447840,23190%
GPU,RTX 3070 Ventus 2X 8G OC LHR,MSI,MSI RTX 3070 8GB Ventus 2X OC,16,154,447840,23190%
GPU,GV-N3070AORUS M-8GD REV2.0,Gigabyte,Gigabyte RTX 3070 8GB Aorus,16,154,447840,23190%
GPU,RTX 3070 Ventus 3X 8G OC LHR,MSI,MSI RTX 3070 8GB Ventus 3X OC,16,154,447840,23190%
GPU,GV-N3070VISION OC-8GD,Gigabyte,Gigabyte RTX 3070 8GB Vision OC,16,154,447840,23190%
GPU,08G-P5-3767-KL,EVGA,EVGA RTX 3070 8GB FTW3 Ultra Gaming,16,154,447840,23190%
GPU,ZT-A30700H-10PLHR,Zotac,Zotac RTX 3070 8GB Twin Edge OC,16,154,447840,23190%
GPU,,AMD,RX 6800-XT,17,146,8529,21466%
GPU,,Nvidia,Titan Xp,18,142,7923,20603%
GPU,,Nvidia,RTX 3080-Ti (Laptop),19,139,1226,19957%
GPU,,Nvidia,RTX 2080S (Super),20,138,243635,19741%
GPU,GV-N208SGAMING OC-8GC,Gigabyte,Gigabyte RTX 2080 Super 8GB Gaming,20,138,243635,19741%
GPU,08GP43183KR,EVGA,EVGA RTX 2080 Super 8GB XC Ultra,20,138,243635,19741%
GPU,RTX 2080 Super Gaming X Trio,MSI,MSI RTX 2080 Super 8GB Gaming X,20,138,243635,19741%
GPU,ROG-STRIX-RTX2080S-A8G-Gaming,Asus,Asus RTX 2080 Super 8GB ROG Strix A8G,20,138,243635,19741%
GPU,ROG-STRIX-RTX2080S-O8G-Gaming,Asus,Asus RTX 2080 Super 8GB ROG Strix O8G,20,138,243635,19741%
GPU,RTX 2080 Super Ventus XS OC,MSI,MSI RTX 2080 Super 8GB Ventus XS OC,20,138,243635,19741%
GPU,RTX 2080 SUPER VENTUS OC,MSI,MSI RTX 2080 Super 8GB Ventus OC,20,138,243635,19741%
GPU,Gv-N208SWF3OC-8GD,Gigabyte,Gigabyte RTX 2080 Super 8GB Windforce,20,138,243635,19741%
GPU,08G-P4-3081-KR,EVGA,EVGA RTX 2080 Super 8GB Black Gaming,20,138,243635,19741%
GPU,GV-N208SAORUS-8GC,Gigabyte,Gigabyte RTX 2080 Super 8GB Aorus Windforce,20,138,243635,19741%
GPU,08G-P4-2083-KR,EVGA,EVGA RTX 2080 Super 8GB KO Dual,20,138,243635,19741%
GPU,,Nvidia,Quadro RTX 5000,21,136,1703,19310%
GPU,,Nvidia,GTX 1080-Ti,22,136,782243,19310%
GPU,11G-P4-6390-KR,EVGA,EVGA GTX 1080 Ti 11GB Founders Edition,22,136,782243,19310%
GPU,GV-N108TD5X-B,Nvidia,Gigabyte GTX 1080 Ti 11GB Founders Edition,22,136,782243,19310%
GPU,GTX 1080 Ti Founders Edition,Nvidia,MSI GTX 1080 Ti 11GB Founders Edition,22,136,782243,19310%
GPU,ZT-P10810A-10P,Nvidia,Zotac GTX 1080 Ti 11GB Founders Edition,22,136,782243,19310%
GPU,GTX1080TI-FE,Asus,Asus GTX 1080 Ti 11GB Founders Edition,22,136,782243,19310%
GPU,ROG-STRIX-GTX1080TI-O11G-GAMING,Asus,Asus GTX 1080 Ti 11GB Gaming OC,22,136,782243,19310%
GPU,GTX 1080 TI GAMING X,MSI,MSI GTX 1080 TI 11GB Gaming X,22,136,782243,19310%
GPU,GV-N108TAORUS-11GD,Gigabyte,Gigabyte GTX 1080 Ti 11GB AORUS,22,136,782243,19310%
GPU,11G-P4-6696-KR,EVGA,EVGA GTX 1080 Ti 11GB FTW3 Gaming,22,136,782243,19310%
GPU,ROG-STRIX-GTX1080TI-O11G-GAMING,Asus,Asus GTX 1080 Ti 11GB ROG Strix OC,22,136,782243,19310%
GPU,11G-P4-6393-KR,EVGA,EVGA GTX 1080 Ti 11GB SC Black,22,136,782243,19310%
GPU,ROG-STRIX-GTX1080TI-11G-GAMING,Asus,Asus GTX 1080 Ti 11GB ROG Strix,22,136,782243,19310%
GPU,11G-P4-6593-KR,EVGA,EVGA GTX 1080 Ti 11GB SC2 Gaming,22,136,782243,19310%
GPU,GV-N108TAORUS X-11GD,Gigabyte,Gigabyte GTX 1080 Ti 11GB AORUS Xtreme,22,136,782243,19310%
GPU,,Nvidia,Quadro P6000,23,133,765,18664%
GPU,,Nvidia,Titan X Pascal,24,133,8409,18664%
GPU,900-1G611-2500-000,Nvidia,NVidia Titan X Pascal 12GB,24,133,8409,18664%
GPU,,Nvidia,RTX 3060-Ti,25,132,257683,18448%
GPU,GV-N306TGAMING OC-8GD V2,Gigabyte,Gigabyte RTX 3060 Ti 8GB Gaming OC,25,132,257683,18448%
GPU,‎RTX 3060 Ti VENTUS 3X 8G OC LHR,MSI,MSI RTX 3060 Ti 8GB Ventus 3X OC,25,132,257683,18448%
GPU,GeForce RTX 3060 Ti VENTUS 2X OCV1 LHR,MSI,MSI RTX 3060 Ti 8GB Ventus 2X,25,132,257683,18448%
GPU,GV-N306TEAGLE OC-8GD V2,Gigabyte,Gigabyte RTX 3060 Ti 8GB Eagle OC,25,132,257683,18448%
GPU,GV-N306TGAMINGOC PRO-8GD REV3.0,Gigabyte,Gigabyte RTX 3060 Ti 8GB Gaming OC Pro,25,132,257683,18448%
GPU,RTX 3060 Ti Gaming X Trio,MSI,MSI RTX 3060 Ti 8GB Gaming X Trio,25,132,257683,18448%
GPU,ZT-A30610H-10MLHR,Zotac,Zotac RTX 3060 Ti 8GB Twin Edge OC,25,132,257683,18448%
GPU,,Nvidia,RTX 2080,26,129,311089,17802%
GPU,RTX 2080 GAMING X TRIO,MSI,MSI RTX 2080 8GB Gaming X Trio,26,129,311089,17802%
GPU,GV-N2080WF3OC-8GC,Gigabyte,Gigabyte RTX 2080 8GB Windforce OC,26,129,311089,17802%
GPU,DUAL-RTX2080-O8G,Asus,Asus RTX 2080 8GB Dual OC,26,129,311089,17802%
GPU,GV-N2080GAMING OC-8GC,Gigabyte,Gigabyte RTX 2080 8GB Gaming OC,26,129,311089,17802%
GPU,08G-P4-2183-KR,EVGA,EVGA RTX 2080 8GB XC Ultra Gaming,26,129,311089,17802%
GPU,ROG-STRIX-RTX2080-O8G-GAMING,Asus,Asus RTX 2080 8GB ROG STRIX,26,129,311089,17802%
GPU,08G-P4-2182-KR,EVGA,EVGA RTX 2080 8GB XC Gaming,26,129,311089,17802%
GPU,,Nvidia,RTX 3080 (Laptop),27,128,12700,17586%
GPU,,AMD,RX 6800,28,125,4975,16940%
GPU,TUF-RX6800-O16G-GAMING,Asus,Asus RX 6800 16GB TUF OC,28,125,4975,16940%
GPU,,Nvidia,RTX 3070-Ti (Laptop),29,121,3336,16078%
GPU,,Nvidia,RTX 2070S (Super),30,118,569107,15431%
GPU,08G-P4-3173-KR,EVGA,EVGA RTX 2070 Super 8GB SC XC Ultra Gaming,30,118,569107,15431%
GPU,GV-N207SGAMING OC-8GC,Gigabyte,Gigabyte RTX 2070 Super 8GB Gaming,30,118,569107,15431%
GPU,RTX 2070 SUPER VENTUS OC,MSI,MSI RTX 2070 Super 8GB Ventus,30,118,569107,15431%
GPU,GV-N207SWF3OC-8GD,Gigabyte,Gigabyte RTX 2070 Super 8GB 3X Windforce,30,118,569107,15431%
GPU,GV-N207SGAMING OC-8GD,Gigabyte,Gigabyte RTX 2070 Super 8GB 3X Gaming,30,118,569107,15431%
GPU,RTX 2070 Super GAMING X,MSI,MSI RTX 2070 Super 8GB Gaming X,30,118,569107,15431%
GPU,08G-P4-3071-KR,EVGA,EVGA RTX 2070 Super 8GB Super Black Gaming,30,118,569107,15431%
GPU,DUAL-RTX-2070S-O8G-EVO,Asus,Asus RTX 2070 Super 8GB Dual Evo,30,118,569107,15431%
GPU,ZT-T20710E-10M,Zotac,Zotac RTX 2070 Super 8GB Mini,30,118,569107,15431%
GPU,08G-P4-2072-KR,EVGA,EVGA RTX 2070 Super 8GB KO Gaming,30,118,569107,15431%
GPU,,Nvidia,RTX 2080S (Super Mobile),31,117,2346,15216%
GPU,,AMD,RX 6750-XT,32,114,497,14569%
GPU,,Nvidia,RTX 2080 (Mobile),33,114,4279,14569%
GPU,,Nvidia,RTX 3070 (Laptop),34,112,35282,14138%
GPU,,AMD,RX 6700-XT,35,112,19224,14138%
GPU,,AMD,Radeon-VII,36,110,13647,13707%
GPU,21291-01-40G,AMD,Sapphire Radeon VII 16GB,36,110,13647,13707%
GPU,RADEONVII-16G,AMD,Asus Radeon VII 16GB,36,110,13647,13707%
GPU,,AMD,RX 6800M,37,108,750,13276%
GPU,,Nvidia,Quadro GP100,38,108,127,13276%
GPU,,Nvidia,GTX 1080,39,106,1087024,12845%
GPU,08G-P4-6180-KR,EVGA,EVGA GTX 1080 8GB Founders Edition,39,106,1087024,12845%
GPU,GTX1080-8G,Asus,ASUS GTX 1080 8GB Founders Edition,39,106,1087024,12845%
GPU,GEFORCE GTX 1080 Founders Edition,Nvidia,MSI GTX 1080 8GB Founders Edition,39,106,1087024,12845%
GPU,ZT-P10800A-10P,Nvidia,Zotac GTX 1080 8GB Founders Edition,39,106,1087024,12845%
GPU,GV-N1080D5X-8GD-B,Nvidia,Gigabyte GTX 1080 8GB Founders Edition,39,106,1087024,12845%
GPU,08G-P4-6183-KR,EVGA,EVGA GTX 1080 8GB SC GAMING ACX 3.0,39,106,1087024,12845%
GPU,GTX 1080 GAMING X 8G,MSI,MSI GTX 1080 8GB GAMING X,39,106,1087024,12845%
GPU,GV-N1080G1 GAMING-8GD,Gigabyte,Gigabyte GTX 1080 8GB G1 Gaming,39,106,1087024,12845%
GPU,08G-P4-6286-KR,EVGA,EVGA GTX 1080 8GB FTW ACX 3.0,39,106,1087024,12845%
GPU,STRIX-GTX1080-A8G-GAMING,Asus,Asus GTX 1080 8GB ROG STRIX,39,106,1087024,12845%
GPU,STRIX-GTX1080-8G-GAMING,Asus,Asus GTX 1080 8GB ROG STRIX,39,106,1087024,12845%
GPU,ZT-P10800C-10P,Zotac,Zotac GTX 1080 8GB AMP,39,106,1087024,12845%
GPU,ZT-P10800B-10P,Zotac,Zotac GTX 1080 8GB AMP Extreme,39,106,1087024,12845%
GPU,GV-N1080XTREME-8GD,Gigabyte,Gigabyte GTX 1080 8GB Xtreme,39,106,1087024,12845%
GPU,GV-N1080XTREME-8GD Premium Pack,Gigabyte,Gigabyte GTX 1080 8GB Xtreme Pack,39,106,1087024,12845%
GPU,GV-N1080XTREME W-8GD,Gigabyte,Gigabyte GTX 1080 8GB Xtreme Water,39,106,1087024,12845%
GPU,08G-P4-6686-KR,EVGA,EVGA GTX 1080 8GB FTW2,39,106,1087024,12845%
GPU,GV-N1080TTOC-8GD,Gigabyte,Gigabyte GTX 1080 8GB Turbo,39,106,1087024,12845%
GPU,GV-N1080WF3OC-8GD,Gigabyte,Gigabyte GTX 1080 8GB Windforce,39,106,1087024,12845%
GPU,,Nvidia,RTX 2070,40,106,460951,12845%
GPU,GV-N2070GAMING OC-8GC,Gigabyte,Gigabyte RTX 2070 8GB Gaming OC,40,106,460951,12845%
GPU,08G-P4-2172-KR,EVGA,EVGA RTX 2070 8GB XC Gaming Dual HDB,40,106,460951,12845%
GPU,RTX 2070 GAMING Z 8G,MSI,MSI RTX 2070 8GB Gaming Z,40,106,460951,12845%
GPU,08G-P4-2173-KR,EVGA,EVGA RTX 2070 8GB XC Ultra Gaming,40,106,460951,12845%
GPU,ROG-STRIX-RTX2070-O8G-GAMING,Asus,Asus RTX 2070 8GB ROG STRIX,40,106,460951,12845%
GPU,RTX 2070 ARMOR 8G OC,MSI,MSI RTX 2070 8GB Armor OC,40,106,460951,12845%
GPU,GV-N2070WF3-8GC,Gigabyte,Gigabyte RTX 2070 8GB Windforce,40,106,460951,12845%
GPU,08G-P4-1071-KR,EVGA,EVGA RTX 2070 8GB Black Gaming,40,106,460951,12845%
GPU,ZT-T20700E-10P,Zotac,Zotac RTX 2070 8GB Mini,40,106,460951,12845%
GPU,DUAL-RTX-2070-8G,Asus,Asus RTX 2070 8GB Dual,40,106,460951,12845%
GPU,GeForce RTX 2070 TRI FROZR,MSI,MSI RTX 2070 8GB Tri Frozr,40,106,460951,12845%
GPU,,AMD,RX 5700XT 50th Anniversary,41,104,4183,12414%
GPU,,AMD,RX Vega-64LC (Liquid Cooled),42,101,3866,11767%
GPU,GV-RXVEGA64X W-8GD-B,AMD,Gigabyte RX Vega 64 8GB LC,42,101,3866,11767%
GPU,21275-00-40G,AMD,Sapphire RX Vega 64 8GB LC,42,101,3866,11767%
GPU,RX-VEGMXWFXW,AMD,XFX RX Vega 64 8GB LC,42,101,3866,11767%
GPU,,Nvidia,RTX 2060S (Super),43,99.2,295076,11379%
GPU,GV-N206SGAMING OC-8GC,Gigabyte,Gigabyte RTX 2060 Super 8GB Gaming,43,99.2,295076,11379%
GPU,08G-P4-3163-KR,EVGA,EVGA RTX 2060 Super 8GB SC XC Ultra Gaming,43,99.2,295076,11379%
GPU,RTX 2060 Super Gaming X,MSI,MSI RTX 2060 Super 8GB Gaming X,43,99.2,295076,11379%
GPU,GV-N206SWF2OC-8GD,Gigabyte,Gigabyte RTX 2060 Super 8GB Windforce OC,43,99.2,295076,11379%
GPU,GV-N206SAORUS-8GC,Gigabyte,Gigabyte RTX 2060 Super 8GB Aorus,43,99.2,295076,11379%
GPU,08G-P4-3062-KR,EVGA,EVGA RTX 2060 8GB Super SC Black,43,99.2,295076,11379%
GPU,08G-P4-3067,EVGA,EVGA RTX 2060 Super 8GB SC Ultra Gaming,43,99.2,295076,11379%
GPU,ZT-T20610E-10M,Zotac,Zotac RTX 2060 Super 8GB Mini Gaming,43,99.2,295076,11379%
GPU,,AMD,RX 6700,44,99,1184,11336%
GPU,,Nvidia,RTX 3060,45,98.3,232735,11185%
GPU,GV-N3060EAGLE OC-12GD REV2.0,Gigabyte,Gigabyte RTX 3060 12GB Eagle OC,45,98.3,232735,11185%
GPU,ZT-A30600H-10M,Zotac,Zotac RTX 3060 12GB Twin Edge OC,45,98.3,232735,11185%
GPU,GV-N3060GAMING OC-12GD REV2.0,Gigabyte,Gigabyte RTX 3060 12GB Gaming OC,45,98.3,232735,11185%
GPU,12G-P5-3657-KR,EVGA,EVGA RTX 3060 12GB XC Gaming,45,98.3,232735,11185%
GPU,TUF-RTX3060-O12G-V2-GAMING,Asus,Asus RTX 3060 12GB Tuf OC,45,98.3,232735,11185%
GPU,,Nvidia,GTX 1080 (Mobile),46,98,14090,11121%
GPU,,Nvidia,GTX 1070-Ti,47,96.3,361611,10754%
GPU,ROG-STRIX-GTX1070TI-A8G-GAMING,Asus,Asus GTX 1070 Ti 8GB STRIX,47,96.3,361611,10754%
GPU,GTX 1070 TI GAMING 8G,MSI,MSI GTX 1070 Ti 8GB Gaming,47,96.3,361611,10754%
GPU,08G-P4-5671-KR,EVGA,EVGA GTX 1070 Ti 8GB SC GAMING,47,96.3,361611,10754%
GPU,GV-N107TGAMING OC-8GD,Gigabyte,Gigabyte GTX 1070 Ti 8GB Gaming OC,47,96.3,361611,10754%
GPU,GTX 1070 TI AERO 8G,MSI,MSI GTX 1070 Ti 8GB Aero,47,96.3,361611,10754%
GPU,ROG-STRIX-GTX1070TI-8G-GAMING,Asus,Asus GTX 1070 Ti 8GB ROG Strix Gaming,47,96.3,361611,10754%
GPU,08G-P4-6775-KR,EVGA,EVGA GTX 1070 Ti 8GB FTW2 GAMING,47,96.3,361611,10754%
GPU,GV-N107TGAMING-8GD,Gigabyte,Gigabyte GTX 1070 Ti 8GB Gaming,47,96.3,361611,10754%
GPU,08G-P4-6678-KR,EVGA,EVGA GTX 1070 Ti 8GB FTW ULTRA SILENT GAMING,47,96.3,361611,10754%
GPU,GTX 1070 TI TITANIUM 8G,MSI,MSI GTX 1070 Ti 8GB TITANIUM,47,96.3,361611,10754%
GPU,,AMD,RX 5700-XT,48,96.3,82715,10754%
GPU,AXRX 5700XT 8GBD6-M3DH,AMD,PowerColor RX 5700 XT 8GB,48,96.3,82715,10754%
GPU,21293-01-40G,AMD,Sapphire RX 5700 XT 8GB,48,96.3,82715,10754%
GPU,RX-57XT8MFD6,AMD,XFX RX 5700 XT 8GB,48,96.3,82715,10754%
GPU,Radeon RX 5700 XT 8G,AMD,MSI RX 5700 XT 8GB Gaming,48,96.3,82715,10754%
GPU,RX5700XT-8G,AMD,Asus RX 5700 XT 8GB,48,96.3,82715,10754%
